id_visitante,obra_visitada,tiempo_minutos,interes,edad,sala,obra_encoded,interes_encoded,cluster
3932,Cerámica Indígena,6,Cultura,43,5,2,1,0
3933,Arquitectura Antigua,17,Cultura,57,4,0,1,1
3934,Escultura Religiosa,3,Cultura,48,1,3,1,0
3935,Arquitectura Antigua,17,Historia,24,1,0,2,2
3936,Cerámica Indígena,17,Historia,38,4,2,2,0
3937,Cerámica Indígena,17,Cultura,41,3,2,1,0
3938,Pintura Colonial,14,Arte,56,2,5,0,1
3939,Escultura Religiosa,13,Arte,40,1,3,0,0
3940,Cerámica Indígena,6,Historia,28,1,2,2,2
3941,Arte Moderno,15,Historia,64,4,1,2,1
3942,Arquitectura Antigua,15,Arte,42,5,0,0,0
3943,Arquitectura Antigua,10,Cultura,40,2,0,1,0
3944,Arte Moderno,18,Arte,33,2,1,0,0
3945,Cerámica Indígena,6,Arte,37,2,2,0,0
3946,Cerámica Indígena,17,Cultura,22,2,2,1,2
3947,Pintura Colonial,2,Historia,61,6,5,2,1
3948,Arquitectura Antigua,11,Arte,45,6,0,0,0
3949,Arquitectura Antigua,18,Historia,45,5,0,2,0
3950,Fotografía Histórica,12,Historia,42,1,4,2,0
3951,Arte Moderno,12,Arte,37,2,1,0,0
3952,Arquitectura Antigua,10,Cultura,54,6,0,1,1
3953,Arte Moderno,15,Cultura,66,6,1,1,1
3954,Cerámica Indígena,10,Historia,52,3,2,2,1
3955,Arte Moderno,19,Cultura,32,2,1,1,2
3956,Pintura Colonial,17,Historia,68,4,5,2,1
3957,Fotografía Histórica,15,Cultura,51,6,4,1,1
3958,Arquitectura Antigua,15,Arte,38,1,0,0,0
3959,Cerámica Indígena,15,Cultura,49,1,2,1,0
3960,Arquitectura Antigua,11,Historia,68,4,0,2,1
3961,Arte Moderno,16,Cultura,44,2,1,1,0
3962,Arte Moderno,3,Cultura,45,5,1,1,0
3963,Cerámica Indígena,2,Cultura,46,2,2,1,0
3964,Arquitectura Antigua,13,Historia,38,4,0,2,0
3965,Arte Moderno,19,Arte,62,2,1,0,1
3966,Arte Moderno,7,Historia,57,2,1,2,1
3967,Escultura Religiosa,19,Arte,15,3,3,0,2
3968,Escultura Religiosa,8,Cultura,47,5,3,1,0
3969,Pintura Colonial,3,Historia,39,2,5,2,0
3970,Arquitectura Antigua,6,Arte,19,4,0,0,2
3971,Cerámica Indígena,14,Historia,18,2,2,2,2
3972,Escultura Religiosa,4,Historia,41,3,3,2,0
3973,Escultura Religiosa,14,Historia,22,4,3,2,2
3974,Arte Moderno,18,Arte,49,3,1,0,0
3975,Arquitectura Antigua,11,Arte,32,2,0,0,2
3976,Arquitectura Antigua,17,Cultura,47,1,0,1,0
3977,Pintura Colonial,6,Cultura,15,5,5,1,2
3978,Arte Moderno,18,Arte,45,4,1,0,0
3979,Pintura Colonial,3,Cultura,62,4,5,1,1
3980,Cerámica Indígena,19,Arte,28,2,2,0,2
3981,Escultura Religiosa,3,Cultura,51,1,3,1,1
3982,Arquitectura Antigua,16,Arte,23,2,0,0,2
3983,Arquitectura Antigua,17,Cultura,52,2,0,1,1
3984,Fotografía Histórica,9,Cultura,16,3,4,1,2
3985,Arquitectura Antigua,10,Cultura,68,2,0,1,1
3986,Fotografía Histórica,5,Arte,65,5,4,0,1
3987,Escultura Religiosa,16,Arte,50,1,3,0,0
3988,Fotografía Histórica,17,Historia,61,2,4,2,1
3989,Fotografía Histórica,15,Cultura,68,4,4,1,1
3990,Fotografía Histórica,2,Cultura,55,1,4,1,1
3991,Arquitectura Antigua,18,Historia,56,3,0,2,1
3992,Pintura Colonial,4,Cultura,29,1,5,1,2
3993,Escultura Religiosa,8,Cultura,21,5,3,1,2
3994,Escultura Religiosa,9,Historia,62,3,3,2,1
3995,Pintura Colonial,16,Cultura,51,3,5,1,1
3996,Escultura Religiosa,10,Historia,34,1,3,2,0
3997,Arte Moderno,3,Arte,50,3,1,0,0
3998,Arte Moderno,12,Historia,43,2,1,2,0
3999,Arte Moderno,9,Historia,43,5,1,2,0
4000,Escultura Religiosa,13,Cultura,27,6,3,1,2
4001,Cerámica Indígena,2,Arte,52,3,2,0,1
4002,Cerámica Indígena,2,Cultura,57,6,2,1,1
4003,Arte Moderno,13,Arte,42,5,1,0,0
4004,Escultura Religiosa,17,Historia,52,1,3,2,1
4005,Escultura Religiosa,15,Arte,40,5,3,0,0
4006,Pintura Colonial,17,Arte,30,1,5,0,2
4007,Arte Moderno,12,Arte,32,1,1,0,2
4008,Fotografía Histórica,19,Historia,38,5,4,2,0
4009,Cerámica Indígena,9,Cultura,16,1,2,1,2
4010,Arte Moderno,9,Arte,33,1,1,0,0
4011,Arquitectura Antigua,14,Cultura,66,1,0,1,1
4012,Arte Moderno,10,Historia,52,4,1,2,1
4013,Pintura Colonial,17,Cultura,62,6,5,1,1
4014,Arte Moderno,3,Historia,29,2,1,2,2
4015,Cerámica Indígena,11,Arte,46,5,2,0,0
4016,Cerámica Indígena,13,Cultura,20,6,2,1,2
4017,Escultura Religiosa,17,Historia,53,2,3,2,1
4018,Arquitectura Antigua,10,Cultura,48,3,0,1,0
4019,Arte Moderno,5,Historia,32,5,1,2,2
4020,Arte Moderno,6,Cultura,48,3,1,1,0
4021,Pintura Colonial,14,Arte,19,2,5,0,2
4022,Arquitectura Antigua,14,Cultura,22,2,0,1,2
4023,Fotografía Histórica,18,Cultura,45,3,4,1,0
4024,Arte Moderno,2,Historia,43,1,1,2,0
4025,Arquitectura Antigua,10,Cultura,35,1,0,1,0
4026,Cerámica Indígena,11,Cultura,25,1,2,1,2
4027,Fotografía Histórica,9,Historia,24,4,4,2,2
4028,Arte Moderno,7,Cultura,19,5,1,1,2
4029,Escultura Religiosa,4,Cultura,36,2,3,1,0
4030,Fotografía Histórica,19,Historia,65,2,4,2,1
4031,Escultura Religiosa,16,Historia,57,6,3,2,1
4032,Escultura Religiosa,17,Cultura,48,1,3,1,0
4033,Arte Moderno,8,Cultura,22,6,1,1,2
4034,Pintura Colonial,14,Cultura,67,4,5,1,1
4035,Arquitectura Antigua,16,Historia,17,4,0,2,2
4036,Cerámica Indígena,19,Arte,39,2,2,0,0
4037,Fotografía Histórica,4,Cultura,64,2,4,1,1
4038,Pintura Colonial,15,Cultura,68,5,5,1,1
4039,Pintura Colonial,13,Cultura,32,5,5,1,2
4040,Cerámica Indígena,16,Arte,15,5,2,0,2
4041,Arquitectura Antigua,10,Arte,61,1,0,0,1
4042,Arquitectura Antigua,12,Cultura,45,2,0,1,0
4043,Arquitectura Antigua,3,Arte,52,5,0,0,1
4044,Cerámica Indígena,7,Arte,56,6,2,0,1
4045,Pintura Colonial,4,Historia,56,3,5,2,1
4046,Cerámica Indígena,11,Arte,62,1,2,0,1
4047,Arquitectura Antigua,10,Historia,60,2,0,2,1
4048,Escultura Religiosa,6,Historia,39,2,3,2,0
4049,Cerámica Indígena,10,Arte,17,4,2,0,2
4050,Cerámica Indígena,7,Historia,37,5,2,2,0
4051,Arquitectura Antigua,16,Historia,51,5,0,2,1
4052,Pintura Colonial,2,Cultura,36,5,5,1,0
4053,Arquitectura Antigua,16,Historia,39,1,0,2,0
4054,Escultura Religiosa,8,Arte,64,4,3,0,1
4055,Cerámica Indígena,8,Historia,64,3,2,2,1
4056,Pintura Colonial,2,Arte,46,5,5,0,0
4057,Fotografía Histórica,3,Cultura,35,2,4,1,0
4058,Pintura Colonial,16,Historia,49,4,5,2,0
4059,Arte Moderno,19,Arte,54,1,1,0,1
4060,Arte Moderno,11,Arte,43,5,1,0,0
4061,Fotografía Histórica,14,Historia,47,5,4,2,0
4062,Fotografía Histórica,18,Arte,53,4,4,0,1
4063,Arquitectura Antigua,12,Historia,22,1,0,2,2
4064,Pintura Colonial,3,Arte,27,2,5,0,2
4065,Fotografía Histórica,13,Arte,17,4,4,0,2
4066,Arquitectura Antigua,6,Arte,17,2,0,0,2
4067,Arte Moderno,15,Historia,57,4,1,2,1
4068,Cerámica Indígena,5,Arte,52,1,2,0,1
4069,Arquitectura Antigua,14,Arte,24,5,0,0,2
4070,Arte Moderno,7,Arte,47,3,1,0,0
4071,Arte Moderno,6,Cultura,61,4,1,1,1
4072,Fotografía Histórica,9,Cultura,40,1,4,1,0
4073,Pintura Colonial,16,Historia,59,4,5,2,1
4074,Arquitectura Antigua,18,Arte,31,6,0,0,2
4075,Arquitectura Antigua,18,Arte,40,5,0,0,0
4076,Arquitectura Antigua,17,Arte,30,6,0,0,2
4077,Arquitectura Antigua,5,Cultura,20,4,0,1,2
4078,Escultura Religiosa,7,Arte,51,3,3,0,1
4079,Pintura Colonial,12,Arte,30,3,5,0,2
4080,Arte Moderno,16,Arte,55,3,1,0,1
4081,Pintura Colonial,10,Cultura,18,2,5,1,2
4082,Pintura Colonial,16,Cultura,48,2,5,1,0
4083,Arte Moderno,18,Cultura,66,5,1,1,1
4084,Escultura Religiosa,18,Arte,31,2,3,0,2
4085,Arte Moderno,2,Cultura,24,5,1,1,2
4086,Cerámica Indígena,13,Cultura,69,6,2,1,1
4087,Arte Moderno,10,Arte,29,5,1,0,2
4088,Pintura Colonial,8,Historia,69,4,5,2,1
4089,Fotografía Histórica,12,Arte,44,2,4,0,0
4090,Arquitectura Antigua,8,Cultura,50,3,0,1,0
4091,Fotografía Histórica,14,Historia,46,3,4,2,0
4092,Pintura Colonial,5,Cultura,49,3,5,1,0
4093,Arte Moderno,13,Historia,50,6,1,2,0
4094,Pintura Colonial,15,Historia,59,1,5,2,1
4095,Fotografía Histórica,15,Arte,18,3,4,0,2
4096,Arquitectura Antigua,14,Historia,69,2,0,2,1
4097,Arte Moderno,7,Historia,58,3,1,2,1
4098,Arquitectura Antigua,16,Cultura,52,6,0,1,1
4099,Arte Moderno,12,Historia,31,5,1,2,2
4100,Fotografía Histórica,18,Cultura,49,6,4,1,0
4101,Arte Moderno,8,Historia,33,3,1,2,0
4102,Escultura Religiosa,18,Historia,36,6,3,2,0
4103,Arte Moderno,10,Cultura,41,5,1,1,0
4104,Escultura Religiosa,16,Historia,33,2,3,2,0
4105,Fotografía Histórica,11,Cultura,54,6,4,1,1
4106,Cerámica Indígena,8,Cultura,18,4,2,1,2
4107,Arquitectura Antigua,10,Cultura,22,4,0,1,2
4108,Escultura Religiosa,14,Cultura,21,2,3,1,2
4109,Pintura Colonial,13,Arte,49,2,5,0,0
4110,Pintura Colonial,13,Cultura,61,4,5,1,1
4111,Fotografía Histórica,7,Arte,16,5,4,0,2
4112,Pintura Colonial,8,Cultura,62,3,5,1,1
4113,Escultura Religiosa,5,Historia,62,3,3,2,1
4114,Arte Moderno,12,Cultura,41,5,1,1,0
4115,Arte Moderno,18,Arte,36,5,1,0,0
4116,Cerámica Indígena,13,Cultura,15,1,2,1,2
4117,Fotografía Histórica,15,Cultura,61,3,4,1,1
4118,Escultura Religiosa,10,Historia,18,4,3,2,2
4119,Arte Moderno,8,Historia,55,5,1,2,1
4120,Escultura Religiosa,3,Cultura,29,1,3,1,2
4121,Cerámica Indígena,8,Historia,58,3,2,2,1
4122,Arquitectura Antigua,16,Cultura,37,2,0,1,0
4123,Pintura Colonial,15,Cultura,62,2,5,1,1
4124,Pintura Colonial,6,Cultura,63,2,5,1,1
4125,Escultura Religiosa,19,Arte,61,5,3,0,1
4126,Cerámica Indígena,17,Cultura,22,6,2,1,2
4127,Escultura Religiosa,2,Cultura,26,1,3,1,2
4128,Cerámica Indígena,10,Arte,44,3,2,0,0
4129,Arquitectura Antigua,5,Arte,24,5,0,0,2
4130,Cerámica Indígena,15,Historia,48,5,2,2,0
4131,Fotografía Histórica,8,Cultura,44,6,4,1,0
4132,Pintura Colonial,17,Historia,38,6,5,2,0
4133,Escultura Religiosa,19,Historia,58,1,3,2,1
4134,Pintura Colonial,16,Cultura,20,6,5,1,2
4135,Arquitectura Antigua,2,Arte,22,2,0,0,2
4136,Arquitectura Antigua,17,Cultura,62,3,0,1,1
4137,Arte Moderno,2,Arte,66,2,1,0,1
4138,Escultura Religiosa,5,Cultura,50,2,3,1,0
4139,Arquitectura Antigua,12,Cultura,54,1,0,1,1
4140,Arte Moderno,6,Arte,26,4,1,0,2
4141,Cerámica Indígena,10,Cultura,63,4,2,1,1
4142,Escultura Religiosa,16,Historia,65,3,3,2,1
4143,Fotografía Histórica,6,Cultura,51,6,4,1,1
4144,Arquitectura Antigua,14,Arte,65,3,0,0,1
4145,Arte Moderno,6,Historia,52,1,1,2,1
4146,Arte Moderno,9,Cultura,19,2,1,1,2
4147,Pintura Colonial,8,Cultura,23,1,5,1,2
4148,Arquitectura Antigua,10,Cultura,36,3,0,1,0
4149,Fotografía Histórica,17,Cultura,21,4,4,1,2
4150,Pintura Colonial,14,Cultura,58,5,5,1,1
4151,Fotografía Histórica,17,Cultura,18,5,4,1,2
4152,Fotografía Histórica,18,Historia,31,2,4,2,2
4153,Arquitectura Antigua,13,Arte,25,5,0,0,2
4154,Arte Moderno,19,Historia,53,4,1,2,1
4155,Arquitectura Antigua,17,Cultura,26,1,0,1,2
4156,Fotografía Histórica,17,Historia,65,1,4,2,1
4157,Cerámica Indígena,6,Arte,65,2,2,0,1
4158,Pintura Colonial,15,Cultura,27,2,5,1,2
4159,Arquitectura Antigua,13,Historia,65,6,0,2,1
4160,Fotografía Histórica,14,Arte,68,4,4,0,1
4161,Arte Moderno,15,Arte,55,2,1,0,1
4162,Arte Moderno,17,Cultura,45,3,1,1,0
4163,Escultura Religiosa,12,Historia,18,2,3,2,2
4164,Arte Moderno,14,Cultura,56,5,1,1,1
4165,Arquitectura Antigua,6,Cultura,30,2,0,1,2
4166,Arte Moderno,15,Cultura,46,1,1,1,0
4167,Cerámica Indígena,2,Arte,41,4,2,0,0
4168,Cerámica Indígena,3,Historia,23,4,2,2,2
4169,Arquitectura Antigua,19,Historia,36,2,0,2,0
4170,Pintura Colonial,8,Arte,32,3,5,0,2
4171,Cerámica Indígena,6,Cultura,43,5,2,1,0
4172,Arte Moderno,15,Historia,33,3,1,2,0
4173,Escultura Religiosa,7,Arte,17,2,3,0,2
4174,Cerámica Indígena,19,Arte,29,5,2,0,2
4175,Fotografía Histórica,18,Arte,46,2,4,0,0
4176,Fotografía Histórica,4,Historia,57,1,4,2,1
4177,Cerámica Indígena,2,Historia,60,5,2,2,1
4178,Cerámica Indígena,15,Arte,54,2,2,0,1
4179,Arte Moderno,10,Historia,19,1,1,2,2
4180,Escultura Religiosa,5,Cultura,32,5,3,1,2
4181,Pintura Colonial,4,Cultura,39,5,5,1,0
4182,Pintura Colonial,8,Cultura,22,3,5,1,2
4183,Pintura Colonial,12,Cultura,55,1,5,1,1
4184,Arte Moderno,7,Historia,64,4,1,2,1
4185,Escultura Religiosa,5,Arte,42,1,3,0,0
4186,Arte Moderno,4,Historia,66,5,1,2,1
4187,Arquitectura Antigua,6,Cultura,58,6,0,1,1
4188,Pintura Colonial,14,Arte,66,5,5,0,1
4189,Arte Moderno,14,Arte,25,3,1,0,2
4190,Cerámica Indígena,8,Historia,62,6,2,2,1
4191,Pintura Colonial,12,Historia,15,2,5,2,2
4192,Pintura Colonial,14,Historia,44,1,5,2,0
4193,Cerámica Indígena,6,Cultura,21,6,2,1,2
4194,Arquitectura Antigua,17,Cultura,20,2,0,1,2
4195,Arte Moderno,6,Arte,20,3,1,0,2
4196,Fotografía Histórica,2,Arte,59,1,4,0,1
4197,Fotografía Histórica,11,Arte,64,4,4,0,1
4198,Arquitectura Antigua,17,Cultura,20,1,0,1,2
4199,Cerámica Indígena,11,Cultura,61,2,2,1,1
4200,Pintura Colonial,3,Arte,26,3,5,0,2
4201,Pintura Colonial,9,Historia,20,1,5,2,2
4202,Arquitectura Antigua,17,Historia,52,4,0,2,1
4203,Arquitectura Antigua,9,Cultura,46,1,0,1,0
4204,Cerámica Indígena,19,Arte,27,6,2,0,2
4205,Arquitectura Antigua,15,Cultura,53,2,0,1,1
4206,Cerámica Indígena,5,Historia,65,6,2,2,1
4207,Escultura Religiosa,7,Arte,18,3,3,0,2
4208,Cerámica Indígena,9,Arte,69,4,2,0,1
4209,Arte Moderno,4,Cultura,22,4,1,1,2
4210,Escultura Religiosa,2,Historia,38,6,3,2,0
4211,Arte Moderno,2,Historia,30,1,1,2,2
4212,Pintura Colonial,17,Cultura,20,6,5,1,2
4213,Escultura Religiosa,15,Cultura,48,4,3,1,0
4214,Fotografía Histórica,14,Cultura,41,2,4,1,0
4215,Fotografía Histórica,14,Arte,43,3,4,0,0
4216,Fotografía Histórica,14,Cultura,16,1,4,1,2
4217,Arquitectura Antigua,10,Historia,54,5,0,2,1
4218,Pintura Colonial,10,Arte,42,5,5,0,0
4219,Cerámica Indígena,13,Historia,53,2,2,2,1
4220,Arquitectura Antigua,12,Arte,31,5,0,0,2
4221,Escultura Religiosa,3,Cultura,62,6,3,1,1
4222,Escultura Religiosa,9,Historia,51,2,3,2,1
4223,Cerámica Indígena,17,Arte,45,5,2,0,0
4224,Pintura Colonial,13,Historia,51,6,5,2,1
4225,Arte Moderno,13,Cultura,58,2,1,1,1
4226,Pintura Colonial,2,Cultura,58,4,5,1,1
4227,Cerámica Indígena,7,Arte,24,3,2,0,2
4228,Pintura Colonial,17,Arte,33,2,5,0,0
4229,Escultura Religiosa,11,Historia,15,2,3,2,2
4230,Escultura Religiosa,17,Historia,61,2,3,2,1
4231,Fotografía Histórica,5,Historia,53,2,4,2,1
4232,Arte Moderno,11,Historia,25,2,1,2,2
4233,Arquitectura Antigua,15,Cultura,37,3,0,1,0
4234,Arquitectura Antigua,5,Cultura,16,3,0,1,2
4235,Arquitectura Antigua,8,Cultura,61,5,0,1,1
4236,Arquitectura Antigua,5,Cultura,21,2,0,1,2
4237,Arquitectura Antigua,9,Arte,26,2,0,0,2
4238,Arquitectura Antigua,10,Arte,44,5,0,0,0
4239,Pintura Colonial,2,Historia,34,1,5,2,0
4240,Arte Moderno,13,Cultura,20,6,1,1,2
4241,Arte Moderno,14,Cultura,22,5,1,1,2
4242,Escultura Religiosa,3,Arte,62,1,3,0,1
4243,Arte Moderno,3,Cultura,19,5,1,1,2
4244,Escultura Religiosa,3,Historia,51,5,3,2,1
4245,Fotografía Histórica,15,Historia,56,2,4,2,1
4246,Arte Moderno,19,Historia,48,5,1,2,0
4247,Cerámica Indígena,10,Arte,53,6,2,0,1
4248,Cerámica Indígena,9,Cultura,68,2,2,1,1
4249,Arquitectura Antigua,15,Arte,63,1,0,0,1
4250,Cerámica Indígena,17,Historia,24,2,2,2,2
4251,Fotografía Histórica,13,Cultura,22,5,4,1,2
4252,Arquitectura Antigua,16,Cultura,23,6,0,1,2
4253,Pintura Colonial,9,Cultura,29,4,5,1,2
4254,Arquitectura Antigua,17,Arte,51,5,0,0,1
4255,Pintura Colonial,6,Cultura,53,3,5,1,1
4256,Cerámica Indígena,15,Cultura,59,2,2,1,1
4257,Arquitectura Antigua,8,Historia,28,1,0,2,2
4258,Escultura Religiosa,8,Arte,39,6,3,0,0
4259,Pintura Colonial,3,Cultura,31,3,5,1,2
4260,Fotografía Histórica,5,Historia,32,3,4,2,2
4261,Arte Moderno,6,Historia,55,3,1,2,1
4262,Escultura Religiosa,2,Arte,27,2,3,0,2
4263,Pintura Colonial,12,Historia,23,5,5,2,2
4264,Fotografía Histórica,12,Cultura,18,5,4,1,2
4265,Arte Moderno,10,Cultura,30,2,1,1,2
4266,Pintura Colonial,6,Arte,65,1,5,0,1
4267,Arte Moderno,17,Arte,38,5,1,0,0
4268,Pintura Colonial,11,Cultura,51,5,5,1,1
4269,Arquitectura Antigua,17,Arte,28,3,0,0,2
4270,Arte Moderno,3,Historia,53,4,1,2,1
4271,Fotografía Histórica,9,Arte,65,4,4,0,1
4272,Fotografía Histórica,13,Historia,68,1,4,2,1
4273,Fotografía Histórica,10,Historia,31,1,4,2,2
4274,Escultura Religiosa,3,Historia,69,4,3,2,1
4275,Cerámica Indígena,12,Cultura,17,3,2,1,2
4276,Escultura Religiosa,17,Cultura,29,1,3,1,2
4277,Fotografía Histórica,8,Historia,48,1,4,2,0
4278,Arquitectura Antigua,14,Historia,17,3,0,2,2
4279,Arte Moderno,16,Cultura,65,2,1,1,1
4280,Cerámica Indígena,10,Arte,65,6,2,0,1
4281,Cerámica Indígena,18,Historia,28,1,2,2,2
4282,Fotografía Histórica,18,Cultura,54,6,4,1,1
4283,Cerámica Indígena,17,Historia,43,2,2,2,0
4284,Escultura Religiosa,4,Arte,63,6,3,0,1
4285,Arte Moderno,9,Historia,35,2,1,2,0
4286,Pintura Colonial,8,Historia,54,3,5,2,1
4287,Cerámica Indígena,11,Arte,26,1,2,0,2
4288,Pintura Colonial,5,Historia,29,2,5,2,2
4289,Escultura Religiosa,8,Cultura,66,1,3,1,1
4290,Arquitectura Antigua,14,Historia,46,3,0,2,0
4291,Arquitectura Antigua,17,Arte,16,2,0,0,2
4292,Cerámica Indígena,7,Historia,36,4,2,2,0
4293,Pintura Colonial,12,Cultura,54,2,5,1,1
4294,Escultura Religiosa,17,Historia,18,6,3,2,2
4295,Arquitectura Antigua,15,Arte,29,2,0,0,2
4296,Cerámica Indígena,3,Cultura,47,5,2,1,0
4297,Pintura Colonial,14,Arte,61,5,5,0,1
4298,Arquitectura Antigua,5,Historia,60,2,0,2,1
4299,Arquitectura Antigua,17,Cultura,36,5,0,1,0
4300,Pintura Colonial,15,Arte,16,6,5,0,2
4301,Cerámica Indígena,4,Arte,32,6,2,0,2
4302,Fotografía Histórica,17,Cultura,69,1,4,1,1
4303,Arquitectura Antigua,2,Historia,19,6,0,2,2
4304,Cerámica Indígena,8,Historia,58,4,2,2,1
4305,Arquitectura Antigua,5,Cultura,35,5,0,1,0
4306,Arquitectura Antigua,16,Historia,45,3,0,2,0
4307,Arquitectura Antigua,13,Arte,64,4,0,0,1
4308,Fotografía Histórica,16,Cultura,42,1,4,1,0
4309,Cerámica Indígena,6,Arte,37,3,2,0,0
4310,Cerámica Indígena,2,Cultura,35,4,2,1,0
4311,Pintura Colonial,8,Cultura,31,5,5,1,2
4312,Arquitectura Antigua,3,Arte,27,4,0,0,2
4313,Cerámica Indígena,14,Arte,39,6,2,0,0
4314,Arquitectura Antigua,12,Historia,61,4,0,2,1
4315,Pintura Colonial,12,Historia,38,1,5,2,0
4316,Pintura Colonial,2,Cultura,54,4,5,1,1
4317,Arte Moderno,2,Arte,15,6,1,0,2
4318,Cerámica Indígena,7,Cultura,24,4,2,1,2
4319,Escultura Religiosa,3,Cultura,42,6,3,1,0
4320,Cerámica Indígena,17,Historia,50,4,2,2,0
4321,Arquitectura Antigua,12,Cultura,28,3,0,1,2
4322,Arte Moderno,2,Historia,63,1,1,2,1
4323,Arte Moderno,5,Cultura,20,4,1,1,2
4324,Fotografía Histórica,2,Cultura,63,3,4,1,1
4325,Pintura Colonial,2,Historia,60,5,5,2,1
4326,Pintura Colonial,3,Arte,32,6,5,0,2
4327,Fotografía Histórica,9,Historia,61,2,4,2,1
4328,Arquitectura Antigua,5,Arte,57,5,0,0,1
4329,Pintura Colonial,6,Historia,25,3,5,2,2
4330,Arte Moderno,5,Arte,53,1,1,0,1
4331,Arte Moderno,7,Historia,38,1,1,2,0
4332,Pintura Colonial,12,Cultura,16,3,5,1,2
4333,Arte Moderno,18,Arte,17,6,1,0,2
4334,Arte Moderno,8,Arte,15,4,1,0,2
4335,Arte Moderno,7,Cultura,50,3,1,1,0
4336,Fotografía Histórica,15,Cultura,50,2,4,1,0
4337,Fotografía Histórica,12,Cultura,21,2,4,1,2
4338,Pintura Colonial,2,Arte,65,5,5,0,1
4339,Cerámica Indígena,19,Arte,46,5,2,0,0
4340,Pintura Colonial,11,Historia,63,1,5,2,1
4341,Pintura Colonial,8,Cultura,67,4,5,1,1
4342,Arquitectura Antigua,11,Arte,53,4,0,0,1
4343,Escultura Religiosa,19,Historia,51,1,3,2,1
4344,Pintura Colonial,9,Arte,34,6,5,0,0
4345,Escultura Religiosa,5,Arte,17,2,3,0,2
4346,Escultura Religiosa,4,Arte,68,2,3,0,1
4347,Arquitectura Antigua,16,Cultura,46,4,0,1,0
4348,Cerámica Indígena,8,Arte,41,5,2,0,0
4349,Pintura Colonial,4,Arte,37,5,5,0,0
4350,Escultura Religiosa,4,Historia,16,4,3,2,2
4351,Fotografía Histórica,18,Arte,25,6,4,0,2
4352,Arquitectura Antigua,3,Historia,17,4,0,2,2
4353,Arquitectura Antigua,3,Arte,43,4,0,0,0
4354,Arquitectura Antigua,6,Arte,24,5,0,0,2
4355,Pintura Colonial,14,Arte,52,3,5,0,1
4356,Fotografía Histórica,15,Arte,45,1,4,0,0
4357,Fotografía Histórica,3,Arte,49,1,4,0,0
4358,Pintura Colonial,9,Arte,28,2,5,0,2
4359,Arte Moderno,11,Cultura,27,6,1,1,2
4360,Cerámica Indígena,16,Cultura,28,3,2,1,2
4361,Escultura Religiosa,3,Historia,58,1,3,2,1
4362,Arquitectura Antigua,17,Cultura,22,1,0,1,2
4363,Cerámica Indígena,13,Arte,32,2,2,0,2
4364,Cerámica Indígena,7,Historia,29,2,2,2,2
4365,Pintura Colonial,13,Historia,61,6,5,2,1
4366,Pintura Colonial,18,Historia,69,5,5,2,1
4367,Cerámica Indígena,14,Cultura,22,6,2,1,2
4368,Cerámica Indígena,17,Arte,59,2,2,0,1
4369,Arte Moderno,14,Cultura,27,3,1,1,2
4370,Fotografía Histórica,19,Historia,52,3,4,2,1
4371,Pintura Colonial,5,Cultura,21,2,5,1,2
4372,Escultura Religiosa,17,Cultura,62,5,3,1,1
4373,Fotografía Histórica,14,Cultura,21,4,4,1,2
4374,Escultura Religiosa,10,Historia,16,5,3,2,2
4375,Escultura Religiosa,8,Historia,17,5,3,2,2
4376,Arquitectura Antigua,12,Arte,61,5,0,0,1
4377,Pintura Colonial,4,Arte,38,5,5,0,0
4378,Fotografía Histórica,9,Arte,18,2,4,0,2
4379,Arte Moderno,5,Historia,55,1,1,2,1
4380,Cerámica Indígena,4,Historia,39,4,2,2,0
4381,Cerámica Indígena,12,Cultura,63,5,2,1,1
4382,Escultura Religiosa,15,Arte,45,4,3,0,0
4383,Escultura Religiosa,13,Arte,23,1,3,0,2
4384,Escultura Religiosa,13,Arte,36,5,3,0,0
4385,Arte Moderno,4,Cultura,46,5,1,1,0
4386,Fotografía Histórica,9,Arte,49,2,4,0,0
4387,Cerámica Indígena,10,Arte,61,5,2,0,1
4388,Cerámica Indígena,14,Cultura,48,6,2,1,0
4389,Arte Moderno,2,Cultura,29,6,1,1,2
4390,Cerámica Indígena,17,Historia,57,4,2,2,1
4391,Arte Moderno,7,Historia,37,5,1,2,0
4392,Pintura Colonial,15,Arte,48,3,5,0,0
4393,Arte Moderno,19,Historia,40,3,1,2,0
4394,Fotografía Histórica,16,Historia,34,4,4,2,0
4395,Cerámica Indígena,11,Cultura,39,4,2,1,0
4396,Pintura Colonial,15,Arte,57,4,5,0,1
4397,Arquitectura Antigua,7,Arte,34,3,0,0,0
4398,Arquitectura Antigua,16,Cultura,68,2,0,1,1
4399,Pintura Colonial,7,Historia,42,2,5,2,0
4400,Fotografía Histórica,10,Arte,35,2,4,0,0
4401,Escultura Religiosa,12,Cultura,25,1,3,1,2
4402,Escultura Religiosa,15,Historia,15,5,3,2,2
4403,Arquitectura Antigua,10,Historia,35,6,0,2,0
4404,Arquitectura Antigua,5,Historia,65,2,0,2,1
4405,Fotografía Histórica,5,Historia,66,6,4,2,1
4406,Cerámica Indígena,16,Cultura,41,1,2,1,0
4407,Fotografía Histórica,10,Historia,19,1,4,2,2
4408,Fotografía Histórica,6,Historia,62,2,4,2,1
4409,Escultura Religiosa,17,Arte,16,5,3,0,2
4410,Pintura Colonial,17,Cultura,61,6,5,1,1
4411,Arte Moderno,11,Historia,18,1,1,2,2
